id,title,budget,revenue,runtime,popularity,vote_average,vote_count,release_date,genres
637,Life Is Beautiful,20000000,230098753,116,17.3786,8.439,14091,1997-12-20,"Comedy, Drama"
638,Lost Highway,15000000,3836866,134,6.7257,7.548,2980,1997-01-15,"Drama, Thriller, Mystery"
639,When Harry Met Sally...,16000000,92823546,96,6.1434,7.405,4646,1989-07-12,"Comedy, Romance, Drama"
640,Catch Me If You Can,52000000,352114312,141,15.0879,7.978,17262,2002-12-16,"Drama, Crime"
8835,Legally Blonde,18000000,141778365,96,9.933,6.82,4616,2001-07-13,Comedy
644,A.I. Artificial Intelligence,100000000,235926552,146,8.8768,7.1,6729,2001-06-29,"Drama, Science Fiction, Adventure"
549509,The Brutalist,9600000,50145227,215,17.5945,6.951,1700,2024-12-20,Drama
646,Dr. No,1000000,59000000,110,11.2988,7.0,4103,1962-10-07,"Adventure, Action, Thriller"
49797,I Saw the Devil,6000000,12966357,144,8.4663,7.806,3073,2010-08-12,"Thriller, Horror"
652,Troy,175000000,497409852,163,50.9326,7.18,11213,2004-05-13,"War, Action, History"
655,"Paris, Texas",1750000,2181987,145,7.1625,8.078,2252,1984-07-16,Drama
74387,Goon,12000000,6985158,92,6.0635,6.428,1043,2012-01-06,"Comedy, Drama"
659,The Tin Drum,3000000,17000000,162,5.9494,6.956,538,1979-05-02,"Drama, History, War"
25237,Come and See,5000000,20929648,142,6.8088,8.21,1878,1985-10-17,"Drama, War"
385687,Fast X,340000000,704709660,142,30.9227,7.0,6399,2023-05-17,"Action, Crime, Thriller"
663,Saw IV,10000000,139352653,93,9.8848,6.167,4158,2007-10-25,"Horror, Thriller, Crime"
665,Ben-Hur,15000000,164000000,212,9.4377,7.887,3185,1959-11-18,"History, Drama, Adventure"
664,Twister,92000000,494471524,113,7.8207,6.565,3898,1996-05-10,"Action, Adventure, Drama"
667,You Only Live Twice,9500000,111600000,117,6.9852,6.59,2518,1967-06-13,"Action, Thriller, Adventure"
41630,No Strings Attached,25000000,149200000,107,7.8743,6.294,5023,2011-01-21,"Comedy, Romance"
671,Harry Potter and the Philosopher's Stone,125000000,976475550,152,39.0247,7.901,29845,2001-11-16,"Adventure, Fantasy"
672,Harry Potter and the Chamber of Secrets,100000000,876688482,161,27.965,7.706,23778,2002-11-13,"Adventure, Fantasy"
673,Harry Potter and the Prisoner of Azkaban,130000000,789804554,141,23.6312,8.01,23351,2004-05-31,"Adventure, Fantasy"
674,Harry Potter and the Goblet of Fire,150000000,895921036,157,25.4327,7.804,22357,2005-11-16,"Adventure, Fantasy"
123553,The Mortal Instruments: City of Bones,60000000,95396573,130,7.1805,6.425,4668,2013-08-21,"Fantasy, Action, Mystery"
676,Pearl Harbor,140000000,449220945,183,10.2018,6.936,7074,2001-05-21,"War, History, Drama"
679,Aliens,18500000,183316455,137,16.8665,7.966,10971,1986-07-18,"Action, Thriller, Science Fiction"
8871,How the Grinch Stole Christmas,123000000,345800000,105,8.5163,6.781,8346,2000-11-17,"Family, Comedy, Fantasy"
686,Contact,90000000,171120329,150,9.7966,7.448,5062,1997-07-11,"Drama, Science Fiction, Mystery"
688,The Bridges of Madison County,24000000,182000000,135,6.9773,7.708,2391,1995-06-02,"Drama, Romance"
694,The Shining,19000000,44781695,144,23.3293,8.202,19089,1980-05-23,"Horror, Thriller"
926393,The Equalizer 3,70000000,191067560,109,11.3905,7.299,3792,2023-08-30,"Action, Thriller, Crime"
49849,Cowboys & Aliens,163000000,174822325,119,8.8069,5.694,5507,2011-07-29,"Action, Science Fiction, Thriller, Western"
698,Moonraker,34000000,210308099,126,5.7877,6.189,2250,1979-06-26,"Action, Adventure, Thriller, Science Fiction"
699,For Your Eyes Only,28000000,195300000,128,5.9824,6.544,2108,1981-06-24,"Adventure, Action, Thriller"
708,The Living Daylights,40000000,191185897,130,6.0915,6.545,2055,1987-06-29,"Action, Adventure, Thriller"
710,GoldenEye,60000000,352194034,130,6.8792,6.906,4389,1995-11-16,"Adventure, Action, Thriller"
713,The Piano,7000000,40200000,120,5.9552,7.37,1664,1993-05-18,"Drama, Romance"
714,Tomorrow Never Dies,110000000,333011068,119,6.343,6.381,3484,1997-12-11,"Adventure, Action, Thriller"
1327819,Hoppers,150000000,389547783,104,69.6751,8.186,2000,2026-03-04,"Adventure, Animation, Comedy, Family, Science Fiction"
8909,Wanted,75000000,342463063,110,7.2762,6.53,7667,2008-06-19,"Action, Thriller, Crime"
8916,Antz,60000000,171757863,83,6.292,6.191,4785,1998-10-02,"Animation, Comedy, Family"
877269,Strange World,180000000,73621640,102,6.3423,6.231,1439,2022-11-23,"Animation, Family, Adventure, Fantasy, Science Fiction"
8920,Garfield,50000000,200800000,80,6.9533,5.73,4276,2004-06-10,"Comedy, Family"
8922,Jeepers Creepers,10000000,59217789,90,6.778,6.485,3340,2001-07-01,Horror
744,Top Gun,15000000,356830601,110,20.4283,7.07,9694,1986-05-16,"Action, Drama, Romance"
745,The Sixth Sense,40000000,672800000,107,12.2938,7.954,13012,1999-08-06,"Mystery, Thriller, Drama"
639720,IF,110000000,190309707,104,9.2312,6.947,1647,2024-05-08,"Comedy, Fantasy, Family"
747,Shaun of the Dead,6000000,39396175,99,7.579,7.545,9451,2004-04-09,"Horror, Comedy"
754,Face/Off,80000000,245700000,139,9.5236,7.059,5978,1997-06-27,"Action, Crime, Science Fiction"
82675,Taken 2,45000000,376100000,91,8.2254,6.368,7170,2012-09-27,"Action, Crime, Thriller"
755,From Dusk Till Dawn,19000000,25800000,108,8.0952,7.045,6559,1996-01-19,"Horror, Action, Crime"
1327862,Regretting You,30000000,90452948,116,17.3698,7.085,485,2025-10-22,"Romance, Drama"
762,Monty Python and the Holy Grail,400000,5763644,91,6.846,7.806,6472,1975-04-03,"Adventure, Comedy, Fantasy"
764,The Evil Dead,350000,29612367,85,18.1015,7.3,4567,1981-10-15,Horror
766,Army of Darkness,11000000,21502976,81,11.4452,7.3,3572,1992-10-31,"Fantasy, Horror, Comedy"
769,GoodFellas,25000000,47072327,145,23.0894,8.452,14521,1990-09-12,"Drama, Crime"
82690,Wreck-It Ralph,165000000,471222889,101,14.4756,7.361,13168,2012-11-01,"Family, Animation, Comedy, Adventure"
8961,Bad Boys II,130000000,273339556,146,5.8614,6.657,6009,2003-07-18,"Action, Crime, Comedy"
772,Home Alone 2: Lost in New York,18000000,358994850,120,15.1723,6.791,10715,1992-11-15,"Comedy, Family, Adventure"
82693,Silver Linings Playbook,21000000,236412453,122,8.8722,7.153,12709,2012-11-16,"Drama, Comedy, Romance"
82695,Les Misérables,61000000,442636309,158,8.9043,7.303,5618,2012-12-18,"History, Drama"
33542,Rumble in the Bronx,7500000,76028558,106,7.9961,6.9,1196,1995-01-21,"Crime, Action, Comedy, Thriller"
82702,How to Train Your Dragon 2,145000000,621537519,102,17.548,7.685,10539,2014-06-05,"Fantasy, Action, Adventure, Animation, Family"
82703,Mr. Peabody & Sherman,145000000,272912430,92,7.9098,6.736,2570,2014-02-07,"Animation, Science Fiction, Comedy, Adventure, Family"
205584,Gods of Egypt,140000000,150680864,127,7.7751,5.699,4392,2016-02-25,"Action, Adventure, Fantasy"
782,Gattaca,36000000,12532777,107,7.4373,7.568,6991,1997-07-09,"Science Fiction, Drama"
786,Almost Famous,60000000,47386287,124,6.0331,7.497,3140,2000-09-15,"Drama, Music"
790,The Fog,1000000,21448830,90,8.2116,6.742,1776,1980-02-01,Horror
793,Blue Velvet,6000000,8636706,120,6.4146,7.605,3865,1986-09-19,"Mystery, Thriller, Crime"
794,The Omen,2800000,60922980,111,7.4263,7.407,2435,1976-06-25,"Horror, Thriller"
893723,PAW Patrol: The Mighty Movie,30000000,202231360,88,8.5869,6.943,570,2023-09-21,"Adventure, Animation, Comedy, Family, Science Fiction"
205596,The Imitation Game,14000000,233555708,113,16.7938,7.983,18203,2014-11-14,"History, Drama, Thriller, War"
49948,Fantasia 2000,80000000,60655420,74,6.5477,6.973,1378,2000-01-01,"Animation, Family, Music"
320288,Dark Phoenix,200000000,252442974,114,12.6442,5.969,7148,2019-06-05,"Science Fiction, Action, Adventure"
8998,Friends with Money,6500000,13400000,88,4.2963,5.145,611,2006-04-07,"Comedy, Drama, Romance"
807,Se7en,33000000,327311859,127,25.5901,8.382,23348,1995-09-22,"Crime, Mystery, Thriller"
808,Shrek,60000000,489676241,90,24.3003,7.773,18990,2001-05-18,"Animation, Comedy, Fantasy, Adventure, Family"
809,Shrek 2,150000000,932542741,92,16.0391,7.326,13571,2004-05-19,"Animation, Comedy, Family, Fantasy, Romance"
810,Shrek the Third,160000000,808310187,93,10.8572,6.313,9871,2007-05-17,"Fantasy, Adventure, Animation, Comedy, Family"
9003,Hellraiser,1000000,14580380,93,5.8913,6.882,2910,1987-09-11,"Horror, Thriller"
9007,Just Like Heaven,58000000,102900000,95,6.4478,6.972,2597,2005-09-16,"Comedy, Romance, Fantasy"
817,Austin Powers: The Spy Who Shagged Me,33000000,312016928,95,5.9631,6.314,3712,1999-06-08,"Comedy, Adventure, Crime"
818,Austin Powers in Goldmember,63000000,296938801,94,6.4719,6.025,3469,2002-07-26,"Comedy, Crime"
819,Sleepers,44000000,165600000,147,7.5558,7.599,3944,1996-10-18,"Crime, Drama, Thriller"
1106739,Juror #2,30000000,21418477,114,6.287,6.892,2521,2024-10-30,"Drama, Thriller"
9016,Treasure Planet,140000000,109578115,96,9.6305,7.575,4669,2002-11-26,"Science Fiction, Adventure, Animation, Family, Fantasy"
353081,Mission: Impossible - Fallout,178000000,824171374,147,9.6827,7.5,9218,2018-07-25,"Action, Adventure"
834,Underworld: Evolution,50000000,111476513,106,5.8159,6.606,4420,2006-01-12,"Fantasy, Action, Thriller"
840,Close Encounters of the Third Kind,20000000,306889114,137,7.6856,7.359,4747,1977-12-14,"Science Fiction, Drama"
841,Dune,40000000,31502434,136,9.1209,6.188,3461,1984-12-14,"Action, Science Fiction, Adventure"
843,In the Mood for Love,3000000,15867968,99,10.9232,8.087,3304,2000-09-29,"Drama, Romance"
9037,Grease 2,13200000,15172313,115,6.0965,5.252,736,1982-06-11,"Comedy, Music, Romance"
1082195,The Order,20000000,1970445,116,6.9287,6.56,913,2024-12-05,"Crime, Drama, Thriller"
853,Enemy at the Gates,68000000,96976270,131,8.1923,7.4,4097,2001-02-28,"War, History"
854,The Mask,23000000,351583407,101,11.8254,6.995,11387,1994-07-29,"Comedy, Fantasy, Crime, Romance"
855,Black Hawk Down,92000000,172989651,145,16.0159,7.4,6441,2001-12-28,"Action, War, History"
856,Who Framed Roger Rabbit,70000000,329800000,104,10.8917,7.539,6233,1988-06-22,"Fantasy, Animation, Comedy, Crime"
857,Saving Private Ryan,70000000,481840909,169,22.6259,8.23,17454,1998-07-24,"War, Drama, History"
858,Sleepless in Seattle,21000000,227799884,105,6.8421,6.745,2618,1993-06-24,"Comedy, Drama, Romance"
862,Toy Story,30000000,962301978,81,35.9587,8.0,20193,1995-11-22,"Family, Comedy, Animation, Adventure"
863,Toy Story 2,90000000,497375404,92,26.0735,7.617,15108,1999-10-30,"Animation, Comedy, Family"
50014,The Help,25000000,216600000,146,11.2083,8.205,9132,2011-08-09,Drama
861,Total Recall,65000000,261317921,113,9.5126,7.324,6541,1990-06-01,"Action, Adventure, Science Fiction"
865,The Running Man,27000000,38122105,101,6.9153,6.538,2888,1987-11-13,"Action, Thriller, Science Fiction"
869,Planet of the Apes,100000000,362211740,120,7.715,5.775,4466,2001-07-26,"Thriller, Science Fiction, Action, Adventure"
871,Planet of the Apes,5800000,32589624,112,8.9439,7.656,4011,1968-02-07,"Science Fiction, Adventure, Drama, Action"
9072,Little Man,64000000,104003322,98,9.482,5.952,1933,2006-08-31,"Comedy, Crime"
9078,The Sword in the Stone,3000000,22200000,79,8.5092,7.226,4135,1963-12-25,"Animation, Family, Fantasy"
888,The Flintstones,46000000,341631208,91,6.269,5.377,2644,1994-05-27,"Fantasy, Comedy, Family"
246655,X-Men: Apocalypse,178000000,543934787,144,17.6708,6.527,13884,2016-05-18,"Science Fiction, Fantasy, Action"
901,City Lights,1500000,4250000,87,7.7889,8.247,2487,1931-02-06,"Comedy, Drama, Romance"
484247,A Simple Favor,20000000,97644617,117,6.2903,6.643,4632,2018-09-13,"Thriller, Comedy, Mystery"
920,Cars,120000000,461983149,117,17.5547,7.04,15260,2006-06-08,"Animation, Adventure, Comedy, Family"
924,Dawn of the Dead,26000000,102278712,101,8.2363,7.076,4584,2004-03-19,"Horror, Science Fiction"
312221,Creed,37000000,173600000,133,8.2556,7.408,8022,2015-11-25,Drama
926,Galaxy Quest,45000000,90683916,102,8.7225,7.089,2561,1999-12-25,"Comedy, Science Fiction, Adventure"
927,Gremlins,11000000,153083102,106,7.7587,7.142,7042,1984-06-08,"Fantasy, Horror, Comedy"
929,Godzilla,130000000,379014294,139,6.7281,5.65,4273,1998-05-20,"Science Fiction, Action, Thriller"
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000,9500000,95,6.2231,8.1,6216,1964-01-29,"Comedy, War"
941,Lethal Weapon,15000000,120207127,110,10.9958,7.302,5099,1987-03-06,"Action, Thriller, Crime"
942,Lethal Weapon 2,25000000,227853986,114,8.1534,7.045,3790,1989-07-07,"Action, Thriller, Crime"
947,Lawrence of Arabia,15000000,70000000,228,7.9508,8.0,3482,1962-12-11,"Adventure, History, War"
948,Halloween,325000,70260597,91,11.2414,7.56,6247,1978-10-24,"Horror, Thriller"
949,Heat,60000000,187400000,170,14.2206,7.941,8478,1995-12-15,"Crime, Drama, Action"
950,Ice Age: The Meltdown,80000000,660998756,91,11.8379,6.725,10423,2006-03-29,"Animation, Family, Comedy, Adventure"
500664,Upgrade,3000000,16976561,100,7.7419,7.507,5088,2018-05-31,"Action, Thriller, Science Fiction"
953,Madagascar,75000000,542064525,86,16.3041,6.927,11830,2005-05-25,"Adventure, Animation, Comedy, Family"
954,Mission: Impossible,80000000,457696391,111,11.2836,7.0,10076,1996-05-22,"Adventure, Action, Thriller"
955,Mission: Impossible II,125000000,546388108,123,8.5591,6.143,7657,2000-05-24,"Adventure, Action, Thriller"
639933,The Northman,70000000,69633110,137,12.0544,7.026,5133,2022-04-07,"Action, Adventure, Fantasy"
957,Spaceballs,22700000,38120460,96,8.9977,6.884,3461,1987-06-24,"Comedy, Science Fiction"
956,Mission: Impossible III,150000000,398479497,126,8.042,6.767,7697,2006-04-25,"Adventure, Action, Thriller"
467905,How to Make a Killing,15000000,21598574,105,17.9156,6.927,581,2026-02-16,"Comedy, Thriller"
966,The Magnificent Seven,2000000,19500000,128,8.5758,7.504,2017,1960-10-12,Western
967,Spartacus,12000000,60000000,197,5.9673,7.539,2408,1960-10-13,"History, Drama, Adventure"
263115,Logan,97000000,619021436,137,23.3518,7.8,20552,2017-02-28,"Action, Drama, Science Fiction"
336843,Maze Runner: The Death Cure,62000000,288418190,143,10.8672,7.081,8478,2018-01-10,"Science Fiction, Action, Adventure, Thriller"
205775,In the Heart of the Sea,100000000,93900000,122,7.0094,6.774,4416,2015-12-03,"Thriller, Drama, Adventure, Action, History"
975,Paths of Glory,935000,1200000,88,6.98,8.253,3310,1957-10-25,"War, Drama"
979,Irreversible,3500000,6500000,93,17.6848,7.18,3355,2002-05-22,"Drama, Thriller, Crime"
803796,KPop Demon Hunters,100000000,24619953,96,42.3774,8.02,3017,2025-06-20,"Fantasy, Music, Comedy, Animation"
985,Eraserhead,100000,7000000,89,6.3762,7.334,2770,1977-09-28,"Horror, Science Fiction"
467938,Revenge,2900000,938055,108,7.5996,6.522,2119,2017-11-18,"Action, Horror, Thriller, Drama"
1287141,Pillion,1000000,6644994,107,6.3768,6.411,275,2025-11-28,"Romance, Drama, Comedy"
713704,Evil Dead Rise,15000000,147256372,96,42.5112,6.948,3815,2023-04-12,"Horror, Thriller"
639988,No Other Choice,12200000,40223568,139,15.2367,7.512,1163,2025-09-24,"Comedy, Crime, Thriller"
574475,Final Destination Bloodlines,50000000,317854739,110,23.1926,7.04,2961,2025-05-14,"Horror, Mystery"
508947,Turning Red,175000000,21813358,100,17.5294,7.333,5944,2022-03-10,"Animation, Family, Comedy, Fantasy"
533533,TRON: Ares,220000000,142249983,119,15.6563,6.475,1510,2025-10-08,"Science Fiction, Adventure, Action"
533535,Deadpool & Wolverine,200000000,1338073645,128,47.5224,7.581,8975,2024-07-24,"Action, Comedy, Science Fiction"
615457,Nobody,16000000,57512470,91,11.8834,7.874,8480,2021-03-18,"Action, Thriller"
631843,Old,18000000,90146510,108,8.8938,6.322,4940,2021-07-21,"Thriller, Mystery, Horror"
238636,The Purge: Anarchy,9000000,111928365,103,8.2743,6.62,6755,2014-07-17,"Horror, Thriller"
9273,Ace Ventura: When Nature Calls,30000000,212385533,90,6.1886,6.344,4616,1995-11-10,"Crime, Comedy, Adventure"
1089,Point Break,24000000,83531958,122,8.0799,7.154,4038,1991-07-12,"Action, Thriller, Crime"
1091,The Thing,15000000,19629760,109,14.9048,8.07,8054,1982-06-25,"Horror, Mystery, Science Fiction"
1197137,Black Phone 2,30000000,132675749,114,12.0792,6.677,1236,2025-10-15,"Horror, Thriller"
9312,Mortal Kombat,18000000,122195920,101,5.9935,5.918,2602,1995-08-18,"Action, Fantasy"
1124,The Prestige,40000000,109676311,130,20.9846,8.21,17768,2006-10-19,"Drama, Mystery, Science Fiction"
9316,Ong-Bak,1100000,20112926,105,7.9574,7.158,1916,2003-01-31,"Action, Crime, Thriller"
9323,Ghost in the Shell,3000000,10000000,83,13.1051,7.927,3946,1995-11-18,"Action, Animation, Science Fiction"
9325,The Jungle Book,4000000,378000000,78,8.4094,7.286,6713,1967-10-18,"Family, Animation, Adventure"
9334,The Scorpion King,60000000,165333180,92,9.2395,5.59,3407,2002-04-18,"Action, Adventure, Fantasy"
9335,Transporter 2,32000000,89100000,88,6.8829,6.331,3999,2005-08-03,"Action, Thriller, Crime"
9336,Police Academy,4500000,81198894,97,7.8313,6.716,3028,1984-03-22,"Comedy, Crime"
238713,Spy,65000000,235666219,120,6.5186,6.83,6447,2015-05-06,"Action, Comedy, Crime"
9339,Click,82500000,240685326,107,6.8601,6.31,7629,2006-06-23,"Comedy, Drama, Fantasy"
9340,The Goonies,19000000,69649283,114,8.8431,7.515,6288,1985-06-07,"Adventure, Comedy, Family"
9342,The Mask of Zorro,95000000,250288523,138,7.1482,6.585,4380,1998-07-16,"Action, Adventure"
9350,Cliffhanger,70000000,255000211,113,5.6566,6.516,2671,1993-05-28,"Action, Adventure, Thriller"
132232,Mama,15000000,146428180,100,7.0167,6.296,4458,2013-01-17,Horror
9352,EuroTrip,25000000,22605153,92,6.3707,6.622,3012,2004-02-20,Comedy
9354,"Honey, I Shrunk the Kids",18000000,222724172,93,5.8858,6.331,3371,1989-06-23,"Adventure, Comedy, Family, Science Fiction"
9355,Mad Max Beyond Thunderdome,10000000,36230219,107,6.6734,6.2,3300,1985-06-29,"Action, Adventure, Science Fiction"
1164,Babel,25000000,135330835,143,6.7208,7.172,4106,2006-10-26,Drama
9358,Final Destination 2,26000000,90941129,90,9.0108,6.312,4906,2003-01-31,"Horror, Mystery"
9360,Anaconda,45000000,136885767,90,6.9626,5.282,2849,1997-04-11,"Adventure, Horror, Thriller"
640146,Ant-Man and the Wasp: Quantumania,326600000,476071180,125,12.7885,6.2,5924,2023-02-15,"Action, Adventure, Science Fiction"
9362,Tremors,11000000,48572000,96,6.1946,6.9,3612,1990-01-19,"Comedy, Horror, Science Fiction"
9373,The Texas Chainsaw Massacre,9500000,107385515,98,6.8085,6.305,2962,2003-05-21,Horror
9374,Death Becomes Her,55000000,149000000,104,6.3188,6.78,3001,1992-07-30,"Comedy, Fantasy, Horror"
9377,Ferris Bueller's Day Off,6000000,70100000,103,6.114,7.566,5437,1986-06-11,Comedy
296098,Bridge of Spies,40000000,165478348,141,9.1212,7.241,7318,2015-10-15,"Thriller, Drama"
296099,Vacation,31000000,104400000,99,7.8003,6.305,4024,2015-07-28,"Comedy, Adventure"
197796,Beauty and the Beast,33000000,47430624,112,7.3215,6.282,2210,2014-02-12,"Fantasy, Romance"
9383,Hollow Man,95000000,190213455,112,6.8809,5.963,2842,2000-08-04,"Action, Science Fiction, Thriller"
967847,Ghostbusters: Frozen Empire,100000000,201967521,115,6.2634,6.455,2215,2024-03-20,"Fantasy, Adventure, Comedy"
1352874,The Crucifix: Blood of the Exorcist,100000,82873,92,14.3534,5.484,62,2025-01-09,Horror
17578,The Adventures of Tintin,130000000,373993951,107,9.6941,6.927,5881,2011-10-24,"Adventure, Animation, Mystery"
9387,Conan the Barbarian,20000000,68851475,130,9.2574,6.806,2842,1982-03-16,"Adventure, Fantasy, Action"
9392,The Descent,3500000,57130027,100,9.4139,6.987,4472,2005-07-08,"Adventure, Horror"
50359,Hop,63000000,183953723,95,9.4312,5.793,1403,2011-03-30,"Animation, Comedy, Family"
1213,The Talented Mr. Ripley,40000000,128798265,140,7.2726,7.197,4189,1999-12-25,"Thriller, Crime, Drama"
951491,Saw X,13000000,125319714,118,9.5454,7.159,2413,2023-09-27,"Horror, Mystery"
287947,Shazam!,80000000,367799011,132,8.002,6.975,10288,2019-03-29,"Action, Comedy, Fantasy"
353486,Jumanji: Welcome to the Jungle,90000000,995339117,119,10.7704,6.821,14614,2017-12-09,"Adventure, Comedy, Fantasy, Action"
58574,Sherlock Holmes: A Game of Shadows,125000000,334615000,129,7.2742,7.146,11018,2011-11-22,"Action, Adventure, Mystery"
9426,The Fly,15000000,60629159,96,8.7788,7.4,5023,1986-08-15,"Horror, Science Fiction"
353491,The Dark Tower,60000000,113231078,95,13.8803,5.801,5580,2017-08-03,"Fantasy, Action, Science Fiction"
1246,Rocky Balboa,24000000,155929020,102,6.2924,6.883,3845,2006-12-20,Drama
1250,Ghost Rider,110000000,228738393,114,11.4084,5.614,6540,2007-01-15,"Thriller, Action, Fantasy"
9444,Anastasia,53000000,139804348,94,6.652,7.606,5649,1997-11-20,"Animation, Family, Fantasy, Adventure"
615656,Meg 2: The Trench,129000000,398500317,116,19.6741,6.375,4032,2023-08-02,"Action, Science Fiction, Horror"
787699,Wonka,125000000,634502312,117,8.2694,7.038,4450,2023-12-06,"Comedy, Family, Fantasy"
1268,Mr. Bean's Holiday,25000000,232225908,90,8.3792,6.397,3159,2007-03-22,"Family, Comedy"
1271,300,65000000,456082343,117,12.3165,7.2,14865,2007-03-07,"Action, Adventure, War"
1267,Meet the Robinsons,150000000,169332978,95,7.2876,6.948,3179,2007-03-23,"Animation, Comedy, Family, Science Fiction, Adventure"
9461,Enter the Dragon,850000,21531361,102,6.3925,7.4,2118,1973-08-17,Action
1197306,A Working Man,40000000,89400711,116,16.9692,6.684,2002,2025-03-26,"Action, Crime, Thriller"
1273,TMNT,34000000,95608995,87,6.1028,6.195,1245,2007-03-23,"Adventure, Animation, Comedy, Family"
9462,The Way of the Dragon,130000,27000000,100,6.0844,7.392,1311,1972-12-30,"Action, Crime"
566525,Shang-Chi and the Legend of the Ten Rings,150000000,432243292,132,17.9025,7.493,10508,2021-09-01,"Action, Adventure, Fantasy"
9470,Kung Fu Hustle,20000000,102034104,99,11.7923,7.509,3250,2004-02-10,"Action, Comedy, Crime, Fantasy"
804095,The Fabelmans,40000000,45629909,151,8.0297,7.565,2809,2022-11-11,Drama
9471,Charlie's Angels: Full Throttle,120000000,259175788,106,6.1007,5.5,3320,2003-06-25,"Action, Adventure, Comedy"
9475,Scent of a Woman,31000000,134100000,156,6.8405,7.8,3995,1992-12-23,Drama
9476,A Knight's Tale,65000000,117487473,133,7.3482,6.883,3423,2001-05-11,"Adventure, Drama, Romance, Action"
967941,Wicked: For Good,150000000,539042601,137,17.8358,6.625,1070,2025-11-19,"Fantasy, Adventure, Romance"
9479,The Nightmare Before Christmas,18000000,75634409,76,11.0675,7.834,10421,1993-10-09,"Fantasy, Animation, Family"
9480,Daredevil,78000000,179179718,103,10.0287,5.302,5512,2003-02-14,"Fantasy, Action"
9482,Judge Dredd,90000000,113493481,96,6.3772,5.86,2771,1995-06-30,"Science Fiction, Action"
9487,A Bug's Life,80000000,363258859,95,12.4807,6.981,9799,1998-11-25,"Adventure, Animation, Comedy, Family"
9489,You've Got Mail,65000000,250800000,119,5.7323,6.71,3684,1998-12-18,"Comedy, Romance"
337170,American Made,50000000,133511855,115,7.1163,6.9,5038,2017-08-18,"Comedy, Crime, Drama"
9502,Kung Fu Panda,130000000,632091832,90,16.6463,7.331,12786,2008-06-04,"Action, Animation, Comedy, Family"
820525,After Everything,14000000,10644463,93,6.8882,6.878,1005,2023-09-13,"Romance, Drama"
263472,Knock Knock,10000000,6341684,99,8.682,5.388,3527,2015-06-26,"Horror, Thriller, Crime"
9522,Wedding Crashers,40000000,288500000,119,6.185,6.503,4754,2005-07-13,"Comedy, Romance"
140607,Star Wars: The Force Awakens,245000000,2068223624,136,16.2403,7.248,20673,2015-12-15,"Adventure, Action, Science Fiction"
9539,Martyrs,6500000,1100000,99,7.0523,7.299,3062,2008-06-12,"Horror, Drama, Thriller"
451915,Beautiful Boy,25000000,31749905,121,6.3024,7.6,2898,2018-10-12,Drama
1359,American Psycho,7000000,34269748,102,13.1713,7.401,12437,2000-04-13,"Thriller, Drama, Crime"
763215,Damsel,60000000,5000,107,9.2876,6.98,2847,2024-03-07,"Fantasy, Action, Adventure"
1366,Rocky,1000000,117253345,120,14.552,7.801,8721,1976-12-03,Drama
1367,Rocky II,7000000,200182160,119,6.3634,7.299,4867,1979-06-15,Drama
1368,First Blood,15000000,125212904,93,11.7675,7.511,6957,1982-10-22,"Action, Thriller, Drama"
1369,Rambo: First Blood Part II,44000000,300400432,96,7.7599,6.664,4374,1985-05-21,"Action, Adventure, Thriller, War"
1372,Blood Diamond,100000000,171720398,143,8.1125,7.562,8405,2006-12-08,"Drama, Thriller, Action"
1374,Rocky IV,31000000,300473716,91,6.7765,7.097,4877,1985-11-21,Drama
9567,Tears of the Sun,75000000,86500000,121,6.3322,6.893,2653,2003-03-07,"War, Action, Drama"
50544,Friends with Benefits,35000000,149500000,109,7.208,6.643,8450,2011-07-21,"Romance, Comedy"
50546,Just Go with It,80000000,214945591,117,11.2339,6.706,6170,2011-02-10,"Comedy, Romance"
968051,The Nun II,38500000,269670590,110,7.2922,6.636,2513,2023-09-06,Horror
9595,Hot Shots!,26000000,181096164,85,6.0306,6.59,2478,1991-07-31,"Action, Comedy, War"
378236,The Emoji Movie,50000000,216909830,86,12.182,5.376,3350,2017-07-23,"Animation, Family, Comedy"
9602,Coming to America,30000000,288752301,117,7.3741,6.884,4792,1988-06-29,"Comedy, Romance"
9603,Clueless,12000000,56631572,97,7.2137,7.25,4844,1995-07-19,"Comedy, Romance"
1417,Pan's Labyrinth,19000000,83258226,118,14.2492,7.766,11565,2006-10-11,"Fantasy, Drama, War"
1422,The Departed,90000000,291465000,151,19.7141,8.161,16364,2006-10-04,"Drama, Thriller, Crime"
9614,Happy Gilmore,12000000,41422354,92,6.5883,6.68,3385,1996-02-16,Comedy
1427,Perfume: The Story of a Murderer,63700000,135039924,147,9.9777,7.371,5072,2006-09-13,"Crime, Fantasy, Drama"
9637,Scooby-Doo,84000000,275650703,87,8.2182,6.1,4821,2002-06-14,"Mystery, Adventure, Comedy"
1452,Superman Returns,223000000,391081192,154,7.5618,5.822,4625,2006-06-28,"Science Fiction, Action, Adventure"
501170,Doctor Sleep,45000000,72385286,152,7.6401,7.146,4944,2019-10-30,"Horror, Fantasy"
9651,Supergirl,35000000,14296438,124,6.0996,5.397,712,1984-07-01,"Adventure, Fantasy, Action, Science Fiction"
116149,Paddington,55000000,333960862,95,7.9812,7.123,4283,2014-11-24,"Comedy, Adventure, Family"
9654,The Italian Job,60000000,176070171,110,6.1888,6.796,6083,2003-05-30,"Action, Crime"
